1685955401.478209000	1
1685955401.740079000	4201
1685955401.790066000	8401
1685955401.839474000	12601
1685955401.890085000	16801
1685955401.890210000	18249
1685955401.890352000	19697
1685955401.890468000	21145
1685955401.940644000	25201
1685955401.989940000	29401
1685955401.990066000	30849
1685955401.990176000	32297
1685955401.990299000	33745
1685955402.039475000	37801
1685955402.090622000	42001
1685955402.090742000	43449
1685955402.090878000	44897
1685955402.090996000	46345
1685955402.091138000	47793
1685955402.091250000	49241
1685955402.091373000	50689
1685955402.091496000	52137
1685955402.091620000	53585
1685955402.139890000	57401
1685955402.139983000	58849
1685955402.140114000	60297
1685955402.140238000	61745
1685955402.201812000	65801
1685955402.201953000	67249
1685955402.202059000	68697
1685955402.202308000	71401
1685955402.202434000	72849
1685955402.202549000	74297
1685955402.249558000	78401
1685955402.249689000	79849
1685955402.249815000	81297
1685955402.250031000	84001
1685955402.250160000	85449
1685955402.250275000	86897
1685955402.298992000	91001
1685955402.299071000	92449
1685955402.299192000	93897
1685955402.299316000	95345
1685955402.348521000	99401
1685955402.348638000	100849
1685955402.348760000	102297
1685955402.349010000	105001
1685955402.349133000	106449
1685955402.349257000	107897
1685955402.349380000	109345
1685955402.349503000	110793
1685955402.349625000	112241
1685955402.349844000	114801
1685955402.398946000	119001
1685955402.452013000	123201
1685955402.452128000	124649
1685955402.452341000	126097
1685955402.452409000	127545
1685955402.452603000	130201
1685955402.452730000	131649
1685955402.452857000	133097
1685955402.452971000	134545
1685955402.453198000	137201
1685955402.453325000	138649
1685955402.453445000	140097
1685955402.498110000	144201
1685955402.548578000	148401
1685955402.548707000	149849
1685955402.548825000	151297
1685955402.549055000	154001
1685955402.549178000	155449
1685955402.549307000	156897
1685955402.549422000	158345
1685955402.549546000	159793
1685955402.549669000	161241
1685955402.549908000	163801
1685955402.599345000	168001
1685955402.599469000	169449
1685955402.599700000	170897
1685955402.650945000	176401
1685955402.651080000	177849
1685955402.651202000	179297
1685955402.651432000	182001
1685955402.651560000	183449
1685955402.651681000	184897
1685955402.651805000	186345
1685955402.652030000	189001
1685955402.652153000	190449
1685955402.652279000	191897
1685955402.652399000	193345
1685955402.699684000	197401
1685955402.747319000	201601
1685955402.747481000	203049
1685955402.747581000	204497
1685955402.747691000	205945
1685955402.747916000	208601
1685955402.748042000	210049
1685955402.748166000	211497
1685955402.748285000	212945
1685955402.748416000	214393
1685955402.797654000	218401
1685955402.797783000	219849
1685955402.797889000	221297
1685955402.798044000	222745
1685955402.798264000	225401
1685955402.849674000	229601
1685955402.849828000	231049
1685955402.849925000	232497
1685955402.850039000	233945
1685955402.850262000	236601
1685955402.850387000	238049
1685955402.850529000	239497
1685955402.850652000	240945
1685955402.850818000	242393
1685955402.899977000	246401
1685955402.900107000	247849
1685955402.900211000	249297
1685955402.900334000	250745
1685955402.900561000	253401
1685955402.900690000	254849
