1685977891.538356000	1
1685977891.538375000	2
1685977891.538384000	3
1685977891.587859000	4
1685977891.587875000	5
1685977891.587884000	6
1685977891.587972000	7
1685977891.587983000	8
1685977891.587991000	9
1685977891.601796000	10
1685977891.602483000	11
1685977891.602835000	12
1685977891.603155000	13
1685977891.605863000	14
1685977891.606298000	15
1685977891.606664000	16
1685977891.609276000	17
1685977891.637894000	18
1685977891.637910000	19
1685977891.637918000	20
1685977891.637976000	21
1685977891.637985000	22
1685977891.637994000	23
1685977891.640161000	24
1685977891.640546000	25
1685977891.644038000	26
1685977891.644049000	27
1685977891.644383000	28
1685977891.688761000	29
1685977891.688776000	30
1685977891.688785000	31
1685977891.690548000	32
1685977891.690945000	33
1685977891.691275000	34
1685977891.737174000	35
1685977891.737188000	36
1685977891.737197000	37
1685977891.739836000	38
1685977891.740162000	39
1685977891.740543000	40
1685977891.788701000	41
1685977891.788716000	42
1685977891.788725000	43
1685977891.791316000	44
1685977891.792000000	45
1685977891.837050000	46
1685977891.837065000	47
1685977891.837073000	48
1685977891.837143000	49
1685977891.837154000	50
1685977891.837167000	51
1685977891.839576000	52
1685977891.839959000	53
1685977891.840401000	54
1685977891.843874000	55
1685977891.843885000	56
1685977891.887048000	57
1685977891.887062000	58
1685977891.887070000	59
1685977891.887127000	60
1685977891.887137000	61
1685977891.887146000	62
1685977891.888872000	63
1685977891.890125000	64
1685977891.890477000	65
1685977891.894701000	66
1685977891.895043000	67
1685977891.898356000	68
1685977891.937233000	69
1685977891.937247000	70
1685977891.937256000	71
1685977891.937329000	72
1685977891.937343000	73
1685977891.937352000	74
1685977891.939771000	75
1685977891.940097000	76
1685977891.940277000	77
1685977891.940546000	78
1685977891.944118000	79
1685977891.944129000	80
1685977891.987562000	81
1685977891.987591000	82
1685977891.987602000	83
1685977891.987659000	84
1685977891.987668000	85
1685977891.987677000	86
1685977891.989665000	87
1685977891.990012000	88
1685977891.990517000	89
1685977891.993803000	90
1685977891.993813000	91
1685977891.993823000	92
1685977892.039155000	93
1685977892.039169000	94
1685977892.039179000	95
1685977892.039234000	96
1685977892.039244000	97
1685977892.039252000	98
1685977892.039298000	99
1685977892.039308000	100
1685977892.039316000	101
1685977892.042312000	102
1685977892.043001000	103
1685977892.046465000	104
1685977892.046476000	105
1685977892.046485000	106
1685977892.046494000	107
1685977892.046505000	108
1685977892.046515000	109
1685977892.096246000	110
1685977892.096278000	111
1685977892.096300000	112
1685977892.096431000	113
1685977892.096455000	114
1685977892.096476000	115
1685977892.096589000	116
1685977892.096665000	117
1685977892.096687000	118
1685977892.099557000	119
1685977892.103942000	120
1685977892.103968000	121
1685977892.103990000	122
1685977892.104012000	123
1685977892.104033000	124
1685977892.104055000	125
1685977892.104077000	126
1685977892.145925000	127
1685977892.145958000	128
1685977892.145979000	129
1685977892.146170000	130
1685977892.146194000	131
1685977892.146215000	132
1685977892.148565000	133
1685977892.152717000	134
1685977892.152742000	135
1685977892.152764000	136
1685977892.152787000	137
1685977892.196488000	138
1685977892.196521000	139
1685977892.196543000	140
1685977892.196712000	141
1685977892.196746000	142
1685977892.196767000	143
1685977892.199756000	144
1685977892.203372000	145
1685977892.203403000	146
1685977892.203425000	147
1685977892.203447000	148
1685977892.203469000	149
1685977892.245714000	150
1685977892.245747000	151
1685977892.245768000	152
1685977892.245973000	153
1685977892.246007000	154
1685977892.246028000	155
1685977892.248764000	156
1685977892.249671000	157
1685977892.253571000	158
1685977892.253596000	159
1685977892.253617000	160
1685977892.298001000	161
1685977892.298036000	162
1685977892.298058000	163
1685977892.298229000	164
1685977892.298263000	165
1685977892.298284000	166
1685977892.302833000	167
1685977892.303530000	168
1685977892.307162000	169
1685977892.307187000	170
1685977892.345552000	171
1685977892.345595000	172
1685977892.345651000	173
1685977892.345781000	174
1685977892.345805000	175
1685977892.345826000	176
1685977892.348634000	177
1685977892.349958000	178
1685977892.350390000	179
1685977892.353847000	180
1685977892.353874000	181
1685977892.393722000	182
1685977892.393747000	183
1685977892.393766000	184
1685977892.396686000	185
1685977892.397236000	186
1685977892.443899000	187
1685977892.443935000	188
1685977892.443954000	189
1685977892.444056000	190
1685977892.444076000	191
1685977892.444094000	192
1685977892.446675000	193
1685977892.449967000	194
1685977892.449989000	195
1685977892.450008000	196
1685977892.450027000	197
1685977892.450046000	198
1685977892.493586000	199
1685977892.493618000	200
1685977892.493636000	201
1685977892.493732000	202
1685977892.493752000	203
1685977892.493770000	204
1685977892.496719000	205
1685977892.500097000	206
1685977892.500119000	207
1685977892.500138000	208
1685977892.500157000	209
1685977892.545243000	210
1685977892.545275000	211
1685977892.545294000	212
1685977892.545390000	213
1685977892.545410000	214
1685977892.545428000	215
1685977892.548159000	216
1685977892.548426000	217
1685977892.552126000	218
1685977892.552148000	219
1685977892.595614000	220
1685977892.595653000	221
1685977892.595674000	222
1685977892.597769000	223
1685977892.600628000	224
1685977892.600654000	225
1685977892.645455000	226
1685977892.645495000	227
1685977892.645517000	228
1685977892.645629000	229
1685977892.645652000	230
1685977892.645673000	231
1685977892.645771000	232
1685977892.645803000	233
1685977892.645862000	234
1685977892.648667000	235
1685977892.649599000	236
1685977892.653757000	237
1685977892.653783000	238
1685977892.653805000	239
1685977892.653827000	240
1685977892.653849000	241
1685977892.653871000	242
1685977892.653893000	243
1685977892.695461000	244
1685977892.695499000	245
1685977892.695520000	246
1685977892.695631000	247
1685977892.695654000	248
1685977892.695674000	249
1685977892.698387000	250
1685977892.698807000	251
1685977892.702268000	252
1685977892.702294000	253
1685977892.702316000	254
1685977892.702338000	255
1685977892.744540000	256
1685977892.744577000	257
1685977892.744598000	258
1685977892.744708000	259
1685977892.744732000	260
1685977892.744752000	261
1685977892.750109000	262
1685977892.753845000	263
1685977892.753871000	264
1685977892.753893000	265
1685977892.753915000	266
1685977892.753937000	267
1685977892.796265000	268
1685977892.796302000	269
1685977892.796323000	270
1685977892.800682000	271
1685977892.804191000	272
1685977892.844501000	273
1685977892.844538000	274
1685977892.844560000	275
1685977892.844670000	276
1685977892.844694000	277
1685977892.844714000	278
1685977892.847315000	279
1685977892.847985000	280
1685977892.851813000	281
1685977892.851839000	282
1685977892.851861000	283
1685977892.894460000	284
1685977892.894499000	285
1685977892.894520000	286
1685977892.894631000	287
1685977892.894655000	288
1685977892.894675000	289
1685977892.897548000	290
1685977892.899156000	291
1685977892.909675000	292
1685977892.913207000	293
1685977892.944389000	294
1685977892.944425000	295
1685977892.944446000	296
1685977892.946547000	297
1685977892.946990000	298
1685977892.947365000	299
1685977892.993461000	300
1685977892.993493000	301
1685977892.993512000	302
1685977892.993610000	303
1685977892.993631000	304
1685977892.993649000	305
1685977892.998433000	306
1685977893.001882000	307
1685977893.001904000	308
1685977893.001923000	309
1685977893.001943000	310
1685977893.044365000	311
1685977893.044399000	312
1685977893.044417000	313
1685977893.046359000	314
1685977893.049814000	315
1685977893.093624000	316
1685977893.093662000	317
1685977893.093683000	318
1685977893.093795000	319
1685977893.093820000	320
1685977893.093840000	321
1685977893.096470000	322
1685977893.099067000	323
1685977893.102938000	324
1685977893.102964000	325
1685977893.102986000	326
1685977893.144439000	327
1685977893.144476000	328
1685977893.144498000	329
1685977893.144611000	330
1685977893.144635000	331
1685977893.144656000	332
1685977893.147362000	333
1685977893.148709000	334
1685977893.151161000	335
1685977893.195103000	336
1685977893.195139000	337
1685977893.195160000	338
1685977893.197251000	339
1685977893.201054000	340
1685977893.201079000	341
1685977893.244501000	342
1685977893.244540000	343
1685977893.244561000	344
1685977893.244738000	345
1685977893.244772000	346
1685977893.244793000	347
1685977893.248449000	348
1685977893.249317000	349
1685977893.253007000	350
1685977893.253034000	351
1685977893.253056000	352
1685977893.253078000	353
